municipality,state,distributor,regulated_tariff,tariff_start,tariff_end,multiple_distributors
"ALVARES MACHADO",SP,ESS,0.74576,2026-01-01,2026-07-11,1
ANHUMAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"ESTRELA DO NORTE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
NARANDIBA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
PIRAPOZINHO,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"PRESIDENTE BERNARDES",SP,ESS,0.74576,2026-01-01,2026-07-11,1
SANDOVALINA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
TACIBA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
TARABAI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"EUCLIDES DA CUNHA PAULISTA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"TEODORO SAMPAIO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"ILHA SOLTEIRA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ITAPURA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
SELVIRIA,MS,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"FLORIDA PAULISTA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
MARIAPOLIS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
FLOREAL,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"GASTAO VIDIGAL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
MAGDA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
NHANDEARA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"NOVA LUZITANIA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SEBASTIANOPOLIS DO SUL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"AMERICO DE CAMPOS",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"PONTES GESTAL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
BURITAMA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
LOURDES,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ZACARIAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"BARRA DO TURVO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
IPORANGA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"FRANCISCO MORATO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"FRANCO DA ROCHA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"AGUAS DA PRATA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SAO JOAO DA BOA VISTA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"VARGEM GRANDE DO SUL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
AGUAI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"MOGI MIRIM",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"MOGI GUACU",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"ESTIVA GERBI",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTO ANTONIO DE POSSE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"ARTUR NOGUEIRA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"ENGENHEIRO COELHO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
LIMEIRA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CORDEIROPOLIS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
IRACEMAPOLIS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CAJATI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ELDORADO,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
JACUPIRANGA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CANANEIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
PARIQUERA-ACU,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SETE BARRAS",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
REGISTRO,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
JUQUIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
MIRACATU,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
IGUAPE,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"ILHA COMPRIDA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ITARIRI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
"PEDRO DE TOLEDO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
PERUIBE,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
ITANHAEM,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
MONGAGUA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
UBATUBA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CUNHA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
LAGOINHA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SAO LUIZ DO PARAITINGA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"NATIVIDADE DA SERRA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
PARAIBUNA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
"REDENCAO DA SERRA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
PIQUETE,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ARAPEI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
BANANAL,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SAO JOSE DO BARREIRO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
IGARATA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA ISABEL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ARUJA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
AREIAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
LAVRINHAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
QUELUZ,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
SILVEIRAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
JARINU,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
JOANOPOLIS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
PIRACAIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"BOM JESUS DOS PERDOES",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"NAZARE PAULISTA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"CAMPOS DO JORDAO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTO ANTONIO DO PINHAL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SAO BENTO DO SAPUCAI",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
MAIRIPORA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ATIBAIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CAIEIRAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CABREUVA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
TAMBAU,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA RITA DO PASSA QUATRO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA CRUZ DAS PALMEIRAS",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"PORTO FERREIRA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
PIRASSUNUNGA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
LEME,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA CRUZ DA CONCEICAO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CONCHAL,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ARARAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ITIRAPINA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CORUMBATAI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
IPEUNA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"RIO CLARO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA GERTRUDES",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"CAPAO BONITO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"RIBEIRAO GRANDE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
TIETE,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
QUADRA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
TATUI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"BARAO DE ANTONINA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"CORONEL MACEDO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
ITAPORANGA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
RIVERSUL,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ANHEMBI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CONCHAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
PEREIRAS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
PORANGABA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
BURI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
TAQUARIVAI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
CERQUILHO,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
GUAPIARA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"RIBEIRAO BRANCO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"BOM SUCESSO DE ITARARE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ITARARE,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ITAPEVA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
"NOVA CAMPINA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
APIAI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"BARRA DO CHAPEU",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ITAOCA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"ITAPIRAPUA PAULISTA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
RIBEIRA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"CESARIO LANGE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"TORRE DE PEDRA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
JUMIRIM,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"LARANJAL PAULISTA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ANGATUBA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"CAMPINA DO MONTE ALEGRE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ITABERA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
"PILAR DO SUL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
FARTURA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
PIEDADE,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,1
TAPIRAI,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
RIOLANDIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ORINDIUVA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"PAULO DE FARIA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
MESOPOLIS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
PARANAPUA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
POPULINA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA ALBERTINA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
TURMALINA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
RUBINEIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA CLARA D'OESTE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA FE DO SUL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTANA DA PONTE PENSA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA RITA D'OESTE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"TRES FRONTEIRAS",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
AURIFLAMA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
GUZOLANDIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"GENERAL SALGADO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"NOVA CASTILHO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SAO JOAO DE IRACEMA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"APARECIDA D'OESTE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"DIRCE REIS",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
MARINOPOLIS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"NOVA CANAA PAULISTA",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"PALMEIRA D'OESTE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SAO FRANCISCO",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
ASPASIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
DOLCINOPOLIS,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
JALES,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
PONTALINDA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"SANTA SALETE",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
URANIA,SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
"VITORIA BRASIL",SP,ELEKTRO,0.79605,2026-01-01,2026-08-26,0
JUARA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
PARANATINGA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"SAO JOSE DO POVO",MT,EMT,0.89942,2026-04-08,2027-04-07,0
JUINA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"PONTAL DO ARAGUAIA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVA BRASILANDIA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
RIBEIRAOZINHO,MT,EMT,0.89942,2026-04-08,2027-04-07,0
ARAGUAIANA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVA MARILANDIA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"SANTO AFONSO",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"PONTE BRANCA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVO HORIZONTE DO NORTE",MT,EMT,0.89942,2026-04-08,2027-04-07,0
PARANAITA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"VILA RICA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
ITAUBA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"TERRA NOVA DO NORTE",MT,EMT,0.89942,2026-04-08,2027-04-07,0
JURUENA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"SANTA CARMEM",MT,EMT,0.89942,2026-04-08,2027-04-07,0
CASTANHEIRA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVA CANAA DO NORTE",MT,EMT,0.89942,2026-04-08,2027-04-07,0
CURVELANDIA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
COCALINHO,MT,EMT,0.89942,2026-04-08,2027-04-07,0
CAMPINAPOLIS,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVO SAO JOAQUIM",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"ALTO TAQUARI",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"RIBEIRAO CASCALHEIRA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
MATUPA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"GAUCHA DO NORTE",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVA SANTA HELENA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVA GUARITA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
QUERENCIA,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"PLANALTO DA SERRA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"SANTO ANTONIO DO LESTE",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVA UBIRATA",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVO MUNDO",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"NOVA MONTE VERDE",MT,EMT,0.89942,2026-04-08,2027-04-07,0
COTRIGUACU,MT,EMT,0.89942,2026-04-08,2027-04-07,0
"CAMPOS DE JULIO",MT,EMT,0.89942,2026-04-08,2027-04-07,0
"SAO JOSE DO RIO CLARO",MT,EMT,0.89942,2026-04-08,2027-04-07,0
ANASTACIO,MS,EMS,0.9866,2026-04-22,2027-04-21,0
AQUIDAUANA,MS,EMS,0.9866,2026-04-22,2027-04-21,0
LADARIO,MS,EMS,0.9866,2026-04-22,2027-04-21,0
"GUIA LOPES DA LAGUNA",MS,EMS,0.9866,2026-04-22,2027-04-21,0
JARDIM,MS,EMS,0.9866,2026-04-22,2027-04-21,0
"CASA BRANCA",SP,"CPFL LESTE PAULI",,,,0
DIVINOLANDIA,SP,"CPFL LESTE PAULI",,,,0
ITOBI,SP,"CPFL LESTE PAULI",,,,0
"SAO SEBASTIAO DA GRAMA",SP,"CPFL LESTE PAULI",,,,0
CACONDE,SP,"CPFL LESTE PAULI",,,,0
"SAO JOSE DO RIO PARDO",SP,"CPFL LESTE PAULI",,,,0
TAPIRATIBA,SP,"CPFL LESTE PAULI",,,,0
ALAMBARI,SP,"CPFL SUL PAULIST",,,,0
GUAREI,SP,"CPFL SUL PAULIST",,,,0
ITAPETININGA,SP,"CPFL SUL PAULIST",,,,0
SARAPUI,SP,"CPFL SUL PAULIST",,,,0
"SAO MIGUEL ARCANJO",SP,"CPFL SUL PAULIST",,,,0
MOCOCA,SP,"CPFL MOCOCA",,,,0
ARCEBURGO,MG,"CPFL MOCOCA",,,,0
ITAMOGI,MG,"CPFL MOCOCA",,,,0
"MONTE SANTO DE MINAS",MG,"CPFL MOCOCA",,,,0
"ESTRELA VELHA",RS,"RGE SUL",,,,1
TUNAS,RS,"RGE SUL",,,,1
"NOVO CABRAIS",RS,"RGE SUL",,,,0
SERIO,RS,"RGE SUL",,,,1
BOSSOROCA,RS,"RGE SUL",,,,1
ITACURUBI,RS,"RGE SUL",,,,0
"NOVA ESPERANCA DO SUL",RS,"RGE SUL",,,,0
QUARAI,RS,"RGE SUL",,,,0
UNISTALDA,RS,"RGE SUL",,,,0
"AGUA SANTA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
GENTIL,RS,RGE,0.8222,2026-01-01,2026-06-18,1
ALECRIM,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"PORTO VERA CRUZ",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"BARRA FUNDA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"NOVA BOA VISTA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
IBIRAPUITA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"PINHAL GRANDE",RS,RGE,0.8222,2026-01-01,2026-06-18,0
MARAU,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SALTO DO JACUI",RS,RGE,0.8222,2026-01-01,2026-06-18,1
NAO-ME-TOQUE,RS,RGE,0.8222,2026-01-01,2026-06-18,1
